cross_entropy,root_mean_square_error,avg_accuracy
0.6518774857952293,0.3524474504390582,0.793859649122807
0.6308891851860635,0.3452425287819125,0.8114035087719298
0.6135766816098893,0.33994678603433093,0.8114035087719298
0.5991920449658136,0.3361658665011048,0.8114035087719298
0.5870385376854159,0.33346884781876573,0.8114035087719298
0.576761641228458,0.33155970768919557,0.8157894736842105
0.5680786778014588,0.3301718105049676,0.8245614035087719
0.5606631655362666,0.3291177579950789,0.8245614035087719
0.5544867596377719,0.32828364816806527,0.8333333333333333
0.5492601826468789,0.3275853040656384,0.8333333333333333
0.5447134057955677,0.32697274805871757,0.850877192982456
0.5408988084907762,0.3264013346387322,0.850877192982456
0.5373691262413305,0.32581684231885366,0.8552631578947368
0.5341238983418987,0.32523719742195645,0.8552631578947368
0.5312248943584389,0.3246429556227045,0.8552631578947368
0.5285391840211138,0.32399942305835533,0.8596491228070174
0.5259133975106203,0.3233202412715009,0.8596491228070174
0.5234101637278155,0.3226243076961291,0.8596491228070174
0.5209734698962973,0.3219100820274293,0.8596491228070174
0.5186289418892439,0.32117445573069975,0.8596491228070174
0.5161778521849593,0.32042004738795016,0.8596491228070174
0.5139573834898785,0.3196790966509676,0.8596491228070174
0.511837480809854,0.3188482067061893,0.8596491228070174
0.5096096765860306,0.3179806316879986,0.8596491228070174
0.5072893621164658,0.31710545750201974,0.8596491228070174
0.5049024032651556,0.3162807641799136,0.8596491228070174
0.5027654308499884,0.3154768620151901,0.8596491228070174
0.5006399869788293,0.31465517123772263,0.8596491228070174
0.49850159175602154,0.31381532461511696,0.8596491228070174
0.49634834596166566,0.3129576786968866,0.8596491228070174
0.49417666475117844,0.31208271656906605,0.8596491228070174
0.4919835916287282,0.31119067011215856,0.8596491228070174
0.4896022963837967,0.31027433064986754,0.8640350877192982
0.4874016412050419,0.3094212047749851,0.8640350877192982
0.4850481737236627,0.3085695103397841,0.8640350877192982
0.4829087776045739,0.3077519503920769,0.8640350877192982
0.4807711438799491,0.3069224134901174,0.8640350877192982
0.4784573180263912,0.3060636835003006,0.8640350877192982
0.4762966154170429,0.30526161348971836,0.8640350877192982
0.474177239028487,0.30445085490193696,0.8640350877192982
0.47205370647812694,0.3036291031695729,0.8640350877192982
0.4699228834194355,0.3027966797151851,0.8640350877192982
0.4677840305597563,0.3019539956250594,0.8640350877192982
0.4653916953767116,0.301073919317225,0.868421052631579
0.4632314299268338,0.3002582065985307,0.868421052631579
0.46109084172160497,0.2994327600205367,0.868421052631579
0.45894502483252886,0.29859644618455344,0.8728070175438596
0.45679212415759124,0.29774969839885346,0.8728070175438596
0.4546316514503418,0.2968929759516595,0.8728070175438596
0.45246316469107306,0.2960266875787713,0.8728070175438596
0.4502870095074266,0.295151186505685,0.8728070175438596
0.4481387645580536,0.2942667719099961,0.8728070175438596
0.445980982487137,0.29337369258213586,0.8771929824561402
0.4438132811812908,0.29247215170954255,0.8771929824561402
0.441635278506779,0.29156231215238426,0.8815789473684209
0.43944659890950954,0.29064430180892364,0.8815789473684209
0.43724687864711076,0.2897182188227137,0.8728070175438594
0.4350357699369037,0.28878413648799955,0.8815789473684209
0.43281294424465133,0.28784210777928554,0.8859649122807017
0.43057809489228305,0.28689216947658286,0.8859649122807017
0.42833093912571374,0.28593434588681027,0.8859649122807017
0.42607121975434453,0.2849686521793907,0.8859649122807017
0.4237987064502606,0.28399509736389666,0.8903508771929823
0.42151319677630106,0.28301368694220796,0.8947368421052629
0.41921451699711065,0.28202442526879434,0.8947368421052629
0.4169025227152315,0.2810273176516556,0.8991228070175438
0.414544225740867,0.28000487047821077,0.8991228070175438
0.41219867817452494,0.27907023638599515,0.8991228070175438
0.4098980279940161,0.2780421147770649,0.8991228070175438
0.40753242727099137,0.277002884164437,0.8991228070175438
0.4048626584045301,0.27589499413010865,0.8991228070175438
0.40276223076135853,0.27496585876768426,0.8991228070175438
0.4000761926947824,0.27383156782839024,0.9035087719298245
0.39794953901478197,0.27288423736224177,0.9035087719298245
0.3952410934151882,0.27172902743143657,0.8947368421052632
0.39277972219188795,0.2706855209997515,0.8947368421052632
0.3906433187121539,0.2697172067431387,0.8947368421052632
0.3878881940021501,0.2685210403350726,0.8991228070175438
0.385700858596446,0.267533432314739,0.8991228070175438
0.3829421969796566,0.26633096724367306,0.8991228070175438
0.38042900662987755,0.2652493451713167,0.8991228070175438
0.3782207542463151,0.2642381411953215,0.9078947368421053
0.37543681104520443,0.26301020676007497,0.9122807017543859
0.37289529690848566,0.26190756730414777,0.9122807017543859
0.37035764072661065,0.26079333692963674,0.9122807017543859
0.36810893763522695,0.25975229958284607,0.9166666666666665
0.36529510575490387,0.2584937220322057,0.9166666666666665
0.36272181187268027,0.25736605526226786,0.9166666666666665
0.36015434646344996,0.2562280686127377,0.9166666666666665
0.35757998264550656,0.25508071189551823,0.9166666666666665
0.3550048024302179,0.25392660563161035,0.9166666666666665
0.3524219249994103,0.2527656871352956,0.9166666666666665
0.3498342893114453,0.25159893072518236,0.9166666666666665
0.3472427394923406,0.2504270232737111,0.9210526315789473
0.34464793171308405,0.24925053183311516,0.9254385964912281
